Date,Time,Month,epoch_format,zigduino-3:humidity,zigduino-3:temperature,zigduino-4:humidity,zigduino-4:temperature
2020-04-03,22:00:00,4,1585951200000.0,9.587759991051511,18.30108787126668,1.0,19.275551069857453
2020-04-04,00:00:00,4,1585958400000.0,9.878785521619736,18.291513673791663,1.0,19.432267710917998
2020-04-04,02:00:00,4,1585965600000.0,9.85941366287519,18.220363327313866,1.0,19.574881669964636
2020-04-04,04:00:00,4,1585972800000.0,9.648876584965452,18.16517857313988,1.0,19.669798275081742
2020-04-04,06:00:00,4,1585980000000.0,9.51070635069821,18.15413235792696,1.0,19.609157310924605
2020-04-04,08:00:00,4,1585987200000.0,9.63353806420464,18.113538465213708,1.0,19.409085503609464
2020-04-04,10:00:00,4,1585994400000.0,9.728894473586516,18.183361476789567,1.0,19.110649363909747
2020-04-04,12:00:00,4,1586001600000.0,9.780628149374664,18.48626652123291,1.0,19.105541226053603
2020-04-04,14:00:00,4,1586008800000.0,9.91020223493769,18.75730619410577,1.0,19.27546380596068
2020-04-04,16:00:00,4,1586016000000.0,10.07353456801772,18.86306480426884,1.0,19.38533103500973
2020-04-04,18:00:00,4,1586023200000.0,9.670109034449636,18.904241889806688,1.0,19.316438191036188
2020-04-04,20:00:00,4,1586030400000.0,9.681744787531638,18.82964345502088,1.0,19.219369672710855
2020-04-04,22:00:00,4,1586037600000.0,10.198674145130868,18.619121095773146,1.0,19.385303134212773
2020-04-05,00:00:00,4,1586044800000.0,10.364377374292284,18.51510335186352,1.0,19.567802073018832
2020-04-05,02:00:00,4,1586052000000.0,10.10166100756904,18.47690151691104,1.0,19.629333454571785
2020-04-05,04:00:00,4,1586059200000.0,9.915533525529478,18.39477978005579,1.0,19.69972162399771
2020-04-05,06:00:00,4,1586066400000.0,9.839642592344385,18.328837984703828,1.0,19.70210820453118
2020-04-05,08:00:00,4,1586073600000.0,9.989281227633576,18.28813621483728,1.0,19.41912074678026
2020-04-05,10:00:00,4,1586080800000.0,10.559226593713,18.39008905367103,1.0,19.15763386900186
2020-04-05,12:00:00,4,1586088000000.0,10.683151910452787,18.772459578607283,1.0,19.352309663696715
2020-04-05,14:00:00,4,1586095200000.0,10.396901446793018,19.12128442310405,1.0,19.673594092657243
2020-04-05,16:00:00,4,1586102400000.0,10.532886780952357,19.350250737218467,1.0,19.875686894940564
2020-04-05,18:00:00,4,1586109600000.0,10.372002669372346,19.419008762921308,1.0,19.88743850990184
2020-04-05,20:00:00,4,1586116800000.0,10.691221183409494,19.33685933237548,1.0,19.798045693114588
2020-04-05,22:00:00,4,1586124000000.0,11.221437509593978,19.162401175648704,1.0,19.741661082425487
2020-04-06,00:00:00,4,1586131200000.0,11.556315617584634,19.00988140545437,1.0,19.88937850334556
2020-04-06,02:00:00,4,1586138400000.0,11.624745478899596,18.95828316256622,1.0,20.0002232774356
2020-04-06,04:00:00,4,1586145600000.0,11.622166617365272,18.89410903212879,1.0,20.00432600031477
2020-04-06,06:00:00,4,1586152800000.0,11.69579845537093,18.81855040246185,1.0,19.98640608910656
2020-04-06,08:00:00,4,1586160000000.0,11.63252380811456,18.7841703328655,1.0,19.57953961060252
2020-04-06,10:00:00,4,1586167200000.0,11.71866278259665,18.96439126561568,1.0,19.57512589395545
2020-04-06,12:00:00,4,1586174400000.0,11.755862636981496,19.37329690487008,1.0,19.963187181779933
2020-04-06,14:00:00,4,1586181600000.0,11.573356767509338,19.68242881093421,1.0,20.32713541513312
2020-04-06,16:00:00,4,1586188800000.0,11.517755512150222,19.885398781146503,1.0,20.562010006262387
